,cat1,cat2,name,資料範圍,繪製者（學號_姓名）,href,dep,date,type,複分類
FALSE,就業、經濟與福利,創業及貸款協助,女性創業育成課程培訓人次,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Rk2OYXed8dl1ZzIaxVOZiQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,經濟部中小企業處,2022-03-08,統計表檢視,年度別，性別，地區別
FALSE,就業、經濟與福利,經濟資源,中小企業家數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=kuzMt5N3oRbLlPR75KSSKw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,經濟部中小企業處,2021-08-05,統計表檢視,年度別，行業別，負責人性別，經營年數，組織型態
FALSE,就業、經濟與福利,人力資源,智慧財產專業人員訓練課程人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=dSWS8rFDUXI6M%24awlV1LEw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,經濟部智慧財產局,2022-03-08,統計表檢視,年度別，性別，班別
FALSE,就業、經濟與福利,就業協助,田媽媽訓練人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=QHyjblheimeG!ZbKiUYAiA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，縣市別，性別
FALSE,就業、經濟與福利,創業及貸款協助,農村巧藝班員人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=8smUeu4ExOmqxgiXh8OU4Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，性別，縣市別
FALSE,就業、經濟與福利,創業及貸款協助,農民經營改善貸款人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=e1eqj6vMSfmCA7B08lemQQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，性別，年齡別
FALSE,就業、經濟與福利,生活及就學協助,休耕直接給付人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=nnqrGQjIc7yybRhbZJwnLA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，性別，期作別
FALSE,就業、經濟與福利,生活及就學協助,農漁民子女獎助學金補助人次,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=8ZOjGWi3WxHw821yHnIADg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，性別，縣市別
FALSE,就業、經濟與福利,福利服務,農村綠色照顧站服務人次,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=AyjfYVF7osGQosMsL%24R0lQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，性別，地區別
FALSE,就業、經濟與福利,經濟資源,女性企業取得政府採購案件數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6t5u5aGX8GFcqTpbYl6ggA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院公共工程委員會,2021-04-07,統計表檢視,年度別，女性中小企業，女性企業，得標件數，得標金額
FALSE,就業、經濟與福利,兒童照顧,軍人保險被保險人領取育嬰留職停薪津貼人數 *,2014-2023,R13342018文嘉翎,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=vJKYAdDU7peg9F7ALqFbPw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,國防部,2022-05-16,統計表檢視,年度別，性別
FALSE,就業、經濟與福利,兒童照顧,幼兒學前特別扣除額受益戶數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=8R4db6err5!dFCUSX6MYrQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,財政部,2021-12-13,統計表檢視,年度別，納稅義務人性別
FALSE,就業、經濟與福利,就業協助,家暴及性侵害被害人就業協助人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=C5E1yk2Eo7OjU10og6DiZQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,勞動部,2022-03-23,統計表檢視,辦理單位，年度別，性別，原住民身分
FALSE,就業、經濟與福利,人力資源,育嬰留職停薪期間補充人力,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=RIAiEiqheMC7SzFo7k4CNg%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,勞動部,2022-03-23,統計表檢視,年度別，求職就業率，性別，推介就業人數，登記有效別
FALSE,就業、經濟與福利,經濟資源,性別薪資差距,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=EysMabrhMoWtwK3!e0N8hQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,勞動部,2022-03-16,統計表檢視,年度別
FALSE,就業、經濟與福利,工作與家庭平衡,依據性別工作平等法第14-16、19、20、23條提供各類假別企業之比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=V69ogvv6i44TzxDkZq522A%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,勞動部,2022-03-09,統計表檢視,年度別，假別
FALSE,就業、經濟與福利,生活及就學協助,失業勞工子女就學補助人數及金額,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=40kTsV0YPrkZxONPzODo6g%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,勞動部,2021-12-03,統計表檢視,年度別，性別
FALSE,就業、經濟與福利,工作與家庭平衡,勞工從事休閒活動情形,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=SOBVZyKi7YWyALzz9goKSQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,勞動部,2022-01-20,統計表檢視,性別，休閒活動，年度別
FALSE,就業、經濟與福利,社會保險,就業保險被保險人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=BLlaxtxcaZ5ydviWI5bRzw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,勞工保險局,2022-06-06,統計表檢視,性別，年齡別，年度別
FALSE,就業、經濟與福利,社會保險,農民健康保險被保險人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=rzsfd8muptWI1s4IyRO6gg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,勞工保險局,2021-06-17,統計表檢視,年度別，縣市別，性別，年齡組
FALSE,就業、經濟與福利,創業及貸款協助,銀行承作各項放款業務及逾期情形,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=UedDHbLy771KU8EOlfOmGA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,金融監督管理委員會,2022-04-06,統計表檢視,性別，年度別，授信類別
FALSE,就業、經濟與福利,經濟資源,每10萬名15歲以上人口之商業銀行家數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=1UVAx8W!6Ild8r68FiF4VA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,金融監督管理委員會,2022-04-06,統計表檢視,年度別
FALSE,就業、經濟與福利,創業及貸款協助,15歲(含)以上女性自銀行或金融機構借貸比例,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=myCZ2fMbiKoJ4rRT%24pWX!g%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,金融監督管理委員會,2022-04-06,統計表檢視,年度別
FALSE,就業、經濟與福利,創業及貸款協助,原住民族綜合發展基金貸款人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=gvmCSsIfVrGegD1s3PeG9A%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,原住民族委員會,2022-05-12,統計表檢視,年度別，性別，貸款類別
FALSE,就業、經濟與福利,福利服務,原住民族家庭服務中心設置站數及服務人次,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Qz3BX0VivH9e05eqU64qzw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,原住民族委員會,2022-04-08,統計表檢視,年度別，性別，服務項目別
FALSE,就業、經濟與福利,就業協助,原住民族職業訓練人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=L!29s1%24fSD57kZ91oHXqLw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,原住民族委員會,2022-03-08,統計表檢視,性別，年度別，訓練課程
FALSE,就業、經濟與福利,就業協助,原住民技藝研習中心服務人次,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=CWZ65pPsRGFrL0silORgpA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,原住民族委員會,2022-03-08,統計表檢視,年度別，性別，訓練課程
FALSE,就業、經濟與福利,創業及貸款協助,原住民族精實創業輔導計畫人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=j!hBxcN3yoG!yCDpT8HHDQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,原住民族委員會,2022-03-08,統計表檢視,年度別，性別，地區別
FALSE,就業、經濟與福利,人力資源,僱用原住民就業服務人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=cFWjN1NYPfKOAw25FGXxwg%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,原住民族委員會,2022-03-08,統計表檢視,地區別，年度別，性別
FALSE,就業、經濟與福利,福利服務,原住民族文化健康站站數及工作人員數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=RpFafa1NbhYzJQUw8%24cftw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,原住民族委員會,2022-03-08,統計表檢視,年度別，性別，職稱
FALSE,就業、經濟與福利,創業及貸款協助,推動客庄產業創新加值及人才培育,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6yrTVzOhjQtbqd8LlVgtKg%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,客家委員會,2022-02-21,統計表檢視,年度別，性別，培訓人數
TRUE,就業、經濟與福利,勞動,失業者失業期間,2013-2023,40902048E_李侑澤,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=02DCnMq9V1wwry5oP7NomQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2022-03-29,統計表檢視,性別，年齡別，教育程度別，年度別
FALSE,就業、經濟與福利,家庭,因結婚而離職人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=TZxiUAZvPiRAAmWMUlyU4A%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,教育程度別
FALSE,就業、經濟與福利,家庭,因結婚而變更職務人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=BcBjQ6ulj5HSTwSXY%24facA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,教育程度別
FALSE,就業、經濟與福利,家庭,因生育而變更職務人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=rAzA4wycBOXmTAwueflOuA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,教育程度別
FALSE,就業、經濟與福利,家庭,因生育而離職次數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=xxChOuYFhDlG6MzWNG%24NMw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,教育程度別，年度別
FALSE,就業、經濟與福利,家庭,因結婚而變更工作地點人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=UdJIxfbyUuFVebADB%24pKnw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,教育程度別
FALSE,就業、經濟與福利,就業協助,田媽媽訓練人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=QHyjblheimeG!ZbKiUYAiA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院農業委員會,2022-03-25,統計表檢視,年度別，縣市別，性別
FALSE,教育、媒體與文化,婚姻制度之性別平權,民法修正施行後子女從姓案件統計表,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=kz!JEBanB1eTi9l0QE9Lxw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-04-07,互動式查詢,年度別，性別，縣市別，從姓決定別，從姓別
FALSE,教育、媒體與文化,婚姻,婚姻狀況,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Kw0t!zwIsOxWgmaa6XhhqQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-04-07,互動式查詢,年度別，年齡別，性別，縣市別，婚姻狀況
TRUE,教育、媒體與文化,教育,十五歲以上人口教育程度,86-113,B12302317_曾予宣,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MUwvQW33tN8mhRl94KFn2g%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-04-07,互動式查詢,年齡別，年度別，性別，教育程度別，縣市別
FALSE,教育、媒體與文化,家庭,戶數結構,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=jIXIVtntjnJ2KvoqSnY0ig%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-04-07,互動式查詢,年度別，縣市別，戶別
FALSE,教育、媒體與文化,婚姻制度之性別平權,國籍之歸化取得人數,101-111,R11342012_王昱晴,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=2Q9lfo%24P0c647DizBjI92A%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-01-19,互動式查詢,年度別，性別，取得原因，國籍別
FALSE,教育、媒體與文化,教育,大專校院學生人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=iANrHSwfo!3qcf1S9upnCA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-06-02,互動式查詢,學年度別，性別，領域						，等級別，學科類別
FALSE,教育、媒體與文化,身心障礙者權益,特教學校教師人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=D0eFfkz8R!dkLfMgeHR5qg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,年度別，性別
FALSE,教育、媒體與文化,身心障礙者權益,特教學校學生數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=f9gaFBQWE8t26oKBr50rUA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,縣市別，學年度別，性別，教育階段
FALSE,教育、媒體與文化,身心障礙者權益,身心障礙學生教育補助人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=v5qZydVfQpO4X0OhTzBMDg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,縣市別，學年度別，教育階段，性別
FALSE,教育、媒體與文化,教育,各級學校學生數,103-112,R11342001_陳曉芙,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=7PAA4!%24qz5bRbc7v8RooEw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，教育階段，性別
FALSE,教育、媒體與文化,教育,各級學校學生粗在學率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=jqa21a6kHR3mvfzW7xMVfw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,教育階段，性別，學年度別
FALSE,教育、媒體與文化,教育,預期受教育年數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=klYZrJUPzOG%24pEtTjVzfkw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，性別
FALSE,教育、媒體與文化,教育,各級學校學生淨在學率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=SzkhKs3R1tSucXEiKsq39Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，教育階段，性別
FALSE,教育、媒體與文化,教育,國小學生數與畢業生數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=FuWFCi3De1SSQR5qlMyr0g%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,縣市別，學年度別，性別，設立別，年級
FALSE,教育、媒體與文化,教育,國中學生數與畢業生數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ijvHbAGw4uM6neV5!3ck9Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,縣市別，學年度別，設立別，性別，年級
FALSE,教育、媒體與文化,教育,高中學生數與畢業生數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=a5ypnOhJvKQPtIH1jQVNDA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，設立別，性別，年級
FALSE,教育、媒體與文化,教育,高職學生數與畢業生數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6L8poDVJrBOdUg%24IRhRuSQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,性別，設立別，學年度別，年級
FALSE,教育、媒體與文化,教育,大學校院招生報考人數與錄取人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=IPnr9OiDJ2IebZpSRzggCQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，性別，大學多元入學改進方案
TRUE,教育、媒體與文化,教育,新住民子女就讀國中小學生人數,97-113,R13342032 黃俐珏,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=%24Gd6RbRU4aZ6x6hH7jMEnw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,年度別，縣市別，教育階段，國籍別，性別，年級
FALSE,教育、媒體與文化,教育,各級學校特殊教育身心障礙類學生人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lJfP2d02jg3xheeDsGOZoQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,年度別，縣市別，性別，教育階段，身心障礙對象別
FALSE,教育、媒體與文化,教育,國中小及高中職特殊教育學生人數(資賦優異類),,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=0I!Ma!5tKl38%24e7NCxkk8A%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,縣市別，學年度別，教育階段，性別，資賦優異類班別
FALSE,教育、媒體與文化,教育,大專校院學生於學年底處於休學狀態之人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Av!3bM79NdV70nNhKX4ZhA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，設立別，性別，等級別，休學原因
FALSE,教育、媒體與文化,教育,大專校院學生退學人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=NPqZhVNS%245diuL024utLZQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，設立別，性別，等級別，退學原因
FALSE,教育、媒體與文化,教育,各級學校教師人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=eF1nHLRihWZoGt94!KWRhg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，教育階段，性別
FALSE,教育、媒體與文化,教育,各級學校校長人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=WQOTRUsHVrueD1rdivYxmw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，設立別，教育階段，性別
FALSE,教育、媒體與文化,教育,各級學校行政主管人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ffHmL!32lPYoroRPIulQrw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,學年度別，設立別，教育階段，性別，行政主管職稱
FALSE,教育、媒體與文化,女性在公共領域之可見性,大專校院藝術相關科系(所)畢業學生人數,民國97年至112年,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Gl7V%248jUjgOhTX35MhygUQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,縣市別，學年度別，性別，設立別
FALSE,教育、媒體與文化,教育,大專校院畢業生人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=l9ZOJdFTYDrERLjQZxhqOw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,性別，學年度別，等級別，學科類別
FALSE,教育、媒體與文化,女性在公共領域之可見性,大專校院藝術相關科系(所)教師人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=qDq8moroZ%24vBA3IzpGjHTw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,性別，學年度別，縣市別，設立別
FALSE,教育、媒體與文化,教育,各級學校原住民學生人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Sgm!WJ3BUwhFSmersskPlw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-03,互動式查詢,學年度別，性別，教育階段，族群別(原住民)
TRUE,教育、媒體與文化,教育,國中小中輟生人數,民國100年至112年,R12342005_戴悦鈴,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=hx!KNVvYeXrDat0YsCboVQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-03-09,互動式查詢,年度別，縣市別，性別，教育階段
FALSE,教育、媒體與文化,教育,中等教育階段畢業生升學率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=zFBdChdKABRonydFjA%24hgg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-19,互動式查詢,年度別，性別，教育階段
FALSE,教育、媒體與文化,家庭,家庭組織型態（單人、夫妻、單親、核心、祖孫、三代、其他）,91~111年,R12342020_葉芳妤,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=iGJRpsNX45yniGDj!w1ueQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,行政院主計總處,2022-01-19,互動式查詢,組織型態，年度別
FALSE,教育、媒體與文化,教育,大專校院學生人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=iANrHSwfo!3qcf1S9upnCA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-06-02,互動式查詢,學年度別，性別，領域						，等級別，學科類別
FALSE,教育、媒體與文化,教育,高職學生數與畢業生數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6L8poDVJrBOdUg%24IRhRuSQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-05-04,互動式查詢,性別，設立別，學年度別，年級
FALSE,教育、媒體與文化,婚姻制度之性別平權,父母離婚之子女權利義務行使歸屬 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=aPi33EfnEATKPKjm9jJFBA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2021-12-13,統計表檢視,父/母/其他，性別，年度別，縣市別
FALSE,教育、媒體與文化,家庭,照顧身心障礙者 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ktp8w%244Be6e!JaqTWQxL2Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,衛生福利部,2021-12-13,統計表檢視,年齡別，年度別，縣市別，障礙類別，性別，障礙等級
FALSE,教育、媒體與文化,家庭,單親家庭子女數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=64wUw87vrkQ1sADNKGmYWA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2021-12-13,統計表檢視,年齡別，年度別，縣市別，性別
FALSE,教育、媒體與文化,家庭,單親戶長 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Z8uq6y9Dkaid1u9hZSWBaw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2021-12-13,統計表檢視,教育程度別，年度別，性別，縣市別，單親成因(未婚、離婚、喪偶)，身分別(一般人口、原住民、新住民)，健康狀況，工作狀況，成為單親之年數
FALSE,教育、媒體與文化,家庭,照顧小孩時間 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MBZVbrP6KzTyNSVpg7F!Dg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,年齡別，勞動力狀況
FALSE,教育、媒體與文化,家庭,料理家務時間 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=9H5JM59Swi6YhdicthksZg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,年齡別，性別，勞動力狀況
FALSE,教育、媒體與文化,家庭,照顧老人時間 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=QVc%24LPLHNaycDL2D6sxrEw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,行政院主計總處,2021-12-13,統計表檢視,年齡別，勞動力狀況
